archivo,tipo,origen,lineas,bytes,sha256
supabase/functions/_compartido/entorno.ts,ts,escrito,44,1781,d4789d8193ccf1e9b993ecfef49d30f3f946a24565a92a25debbd1e994c4db54
supabase/functions/_compartido/nucleo.prueba.ts,ts,escrito,127,4247,7606b5d39ec89c81bb5dce7b982bd44d42164e5cde127c08ca3bf3d07c5fc60c
supabase/functions/_compartido/nucleo.ts,ts,escrito,108,5504,61c1a603286ba91cf220c82aa95ab5e45497a29342fc90b494d242587152deb0
supabase/functions/_compartido/quiz-nucleo.prueba.ts,ts,escrito,178,7697,b182ce0766a0099d63f7e21dd99251b495442aa86732748f3817cf77867f5386
supabase/functions/_compartido/quiz-nucleo.ts,ts,escrito,224,10483,9c8a44019c2421fbb4c8b1dcc494f249aa846b0fbbe9ec6cf8ceb79a3d633326
supabase/functions/_compartido/resumen-nucleo.prueba.ts,ts,escrito,122,4182,33782df6ffff634cd44f73d28b06b9459dd0ecca49f6feab8a0d5c0ab8aadb2b
supabase/functions/_compartido/resumen-nucleo.ts,ts,escrito,130,5498,b2ef454a5b4134af84bb5dc016e2bf3ac7665b772b77446aab8862d304289825
supabase/functions/_compartido/sala-nucleo.prueba.ts,ts,escrito,104,4147,23839b6cb4cff644fb2e95cf51e7e79a7c8254124b56f4f4d93455f4ab419dff
supabase/functions/_compartido/sala-nucleo.ts,ts,escrito,108,3437,743c39afe1138c6461903dab70235ab24059329a260e40c592cd5f0d1291d364
supabase/functions/asistente/index.ts,ts,escrito,267,10722,be5a6e5bacd7aceaf92e6f2712232d70db5d7a6d171554c462dca7f3500dc537
supabase/functions/avisar/index.ts,ts,escrito,152,6360,984cf48b08d075e5127c11c6b67afc3c51426e31eb4532975f665ab57770c0e4
supabase/functions/borrar-cuenta/index.ts,ts,escrito,91,3917,265a4ad276a46941df3df6ff2f56814c11d375b3a81963b5e5305ec371b3c56b
supabase/functions/fichas/index.ts,ts,escrito,161,6111,f6a88a5289ca75f9766ee0977ca85d7c1ce734348719f60a4f36df5a3837366a
supabase/functions/quiz/index.ts,ts,escrito,153,5837,0e94f2e4b858f215333210fb31c2674dbc92c479dfee7256198e9ca241b6a8c2
supabase/functions/resumen/index.ts,ts,escrito,158,5465,4d8194f219841bdee1127c308eadba7282021582b140b2873b06b77d3001448f
supabase/functions/sala/index.ts,ts,escrito,96,3425,1c10510e9bd9fb2791958fbd46a4d58927ca3511e05fb7e4861d272cd157f078
supabase/functions/tutor/index.ts,ts,escrito,194,6731,f9ac4b752e3dee3fa2f2e2d5173abc9eba51d383f15abdf6ce5a976f9704f9b9
supabase/migrations/20260825000100_esquema.sql,sql,escrito,261,10841,01979226a8f7466cf78a3c9c4392ba23f1dbf91465743e27066123ba7d11360a
supabase/migrations/20260825000200_rls.sql,sql,escrito,174,8104,fc3573e5551896039e55af66a77dac369188b0b8c1ac9e1500085c31d45e5a8d
supabase/migrations/20260825000300_companeros.sql,sql,escrito,30,1184,719f547e5c56ec5cf2087b8bfb4c590b5e6b34210a2765001259ea26abaca470
supabase/migrations/20260825000400_apuntes.sql,sql,escrito,88,3774,9359d32ba0ca4e06fd0499fec6df229034ca207793dbe8418d4e1d087ae5dc10
supabase/migrations/20260825000500_apuntes_tablero.sql,sql,escrito,14,482,dc16af9d456c063fece3399f8a5f9fba17ff5184b59ef33f8467b3cc35afc386
supabase/migrations/20260826000100_lectura.sql,sql,escrito,21,931,07f734e2d12df297f1601b53ff62370c9bbd9adfff5b0c77aa988004b8f8d605
supabase/migrations/20260826000200_docentes.sql,sql,escrito,349,13555,9794cb8778e31aec1652ffdc4cca1e26feacdbd67337677b1e15586705f4346e
supabase/migrations/20260826000300_administracion.sql,sql,escrito,76,3453,ddb86370c91cdcd399fca3c9c7b5cf5cec7f385c509b90b42d6a0667fc666f47
supabase/migrations/20260827000100_lista_del_curso.sql,sql,escrito,23,852,ce908531ea4e55bf2f0ca1d48b6f5c395903c1e14368591d86666ac20385ae02
supabase/migrations/20260827000200_uso_asistente.sql,sql,escrito,29,1258,578b7d2fb3a203d5aa4db0a8bf2834db1ed9c3d7fc61e1238d59e1d14da457eb
supabase/migrations/20260827000300_espacio_propio.sql,sql,escrito,101,4240,74b0022b1763b2be6b84cec2bbd1fd1e520489c46c640a89ad83b2319e2bb633
supabase/migrations/20260827000400_codigo_por_dueno.sql,sql,escrito,20,910,ebccc3e94a119189a324dae25165a47deaa7be99affdd4e8164fc4c1359f240d
supabase/migrations/20260829000100_cargar_catalogo.sql,sql,escrito,102,4265,4f48c0f611cd6a709b5eab9043387e142cfdb44169caf509ae3ab7f987635805
supabase/migrations/20260829000200_registros.sql,sql,escrito,80,3093,698715fc5ef4382e6ae7b0eb4de13bc7bb167350e2b9f5f979179dbe18bd2543
supabase/migrations/20260830000100_sesiones_estudio.sql,sql,escrito,50,2706,fc4257e9472e8263b3629dddae2d2d1c598d59cf51bfa833f5e006bee2a4e6c2
supabase/migrations/20260830000200_quices.sql,sql,escrito,91,4278,edb31ecfbd84bdd7e6edad0d69a5f2384d0d76b018261556f9436fc6b1714581
supabase/migrations/20260830000300_fichas.sql,sql,escrito,103,4501,bccf6aa79d585e444e15da98c9ce895a0de249df1966af477e99d2cbd69da5cf
supabase/migrations/20260830000400_apuntes_a_mano.sql,sql,escrito,39,1885,7956b46d4deebe32db025174be5916ffdaa64136359b1513c58f8ceb9584286f
supabase/migrations/20260830000500_modo_escucha.sql,sql,escrito,158,7522,0587c361025107ed5fbd33d8baa6e54da65d9cf7df4c9c7723edfbb8194b37db
supabase/migrations/20260831000100_planificacion.sql,sql,escrito,49,2444,ef94eedfef00dc9fff4803bd565f1ff34c7eeff556d3e6d861f025746283f38a
supabase/migrations/20260901000100_borrar_cuenta.sql,sql,escrito,46,1881,511c5c0f91008f24692bc771b63c604a701293ed7fcc8bf37967fdad95942c0a
supabase/migrations/20260901000200_almacenamiento.sql,sql,escrito,112,4602,f1e32490c17ac2cfa45f6c9242e37b035d306ff61334651028c08aa9b490a3da
supabase/migrations/20260901000300_entregas_con_archivo.sql,sql,escrito,64,2275,fb6e9b0dcd115981f854ffd89387e045e5da06fd14d0c8dba104560986a8b6dd
supabase/migrations/20260901000400_errores.sql,sql,escrito,79,3491,ecf8b354102037bfa6e30198c5348309c96b6230fa7728d98ed910a49232e3ca
supabase/migrations/20260901000500_avisos.sql,sql,escrito,70,3403,22c61b7b7759773389af9992fb2fa7ffe40830d24f35ee11c81f839afc2d6a2c
supabase/migrations/20260901000600_planes.sql,sql,escrito,77,3178,43a8b50410786b89b2c38f90bd173262fd641d08829b62284fe7ab6b3927daa4
supabase/migrations/20260901000700_permisos_afinados.sql,sql,escrito,62,3114,16a5dc2d1e35af5bacbc7d72ab0330d50ea04d226527c54f9cde745375fa9d1b
supabase/migrations/20260901000800_leer_dictados.sql,sql,escrito,20,1077,abf5bc31ac68f78d16189049d1e623644918870e58be92eabfe4b8368349ba08
supabase/migrations/20260901000900_perfil_solo_el_nombre.sql,sql,escrito,24,1236,28cf3b56fbee0c6674a1db5a68d31df10c9fa2cd6a977dc118fce30b0d11c4a5
supabase/migrations/20260902000100_reportes.sql,sql,escrito,58,2835,fc8865aa7b1f181bce5bcfc9ba72adbfd737527fca317058f493136d82ec8534
supabase/migrations/20260902000200_quien_dicta.sql,sql,escrito,35,1537,2eba413ddf38bd7391002044dc82c1379f1550a38ab0261ef67153b2db83a62e
supabase/migrations/20260902000300_plan_en_el_registro.sql,sql,escrito,42,1516,6198c67170893538d679b884d33fa3fc04b9e54ff47a473e62e6262663f3a212
supabase/migrations/20260903000100_matriculas.sql,sql,escrito,200,7729,0964b76c6df635e110477a1e7d270ddc1a56b864fe78f115afc72355b797e66a
supabase/migrations/20260904000100_instituciones.sql,sql,escrito,913,36575,392a99d110f376edf8589c75bc452efa66a8a63019da9da70009ea2c7e51b91c
supabase/pruebas/almacen.sql,sql,escrito,152,6833,a0ef5498afd5653fa65797a6dd87bdca78f560d484ed08ef8a0af2821f378829
supabase/pruebas/andamio.sql,sql,escrito,81,3214,c94556e1e8ab5e773e98016225fda495e9c9d23a335b29c01df1a2995a86795e
supabase/pruebas/borrado.sql,sql,escrito,132,6789,81c9ecab1833a81fec68c62bcc3a6227ade9cc760f0524b72e7a6ea215a6f833
supabase/pruebas/catalogo.sql,sql,escrito,123,4790,7c7b6389564a7ea51873ebffe5a9492e3e64c32f2e8de35b09fca16ed60acca7
supabase/pruebas/correr.sh,sh,escrito,53,2228,c2a7eb044d24485ce20b4ae106d8174d7b2cd5db635ade37f67f0b0b13516425
supabase/pruebas/importar.sh,sh,escrito,68,2656,791f8e3d010b2b5e76f3a5ec8b227fcc6fe64af56481f1f0f15603d824e2f9c4
supabase/pruebas/instituciones.sql,sql,escrito,277,13815,9cb47f629d96da291cf9a1b4d9f90df482c9916dcf5f4b89771c52e440767198
supabase/pruebas/lotes.sql,sql,escrito,100,4905,efa3fe88a7645d6f2e2c049235d2fd767d3bf33b625793bc30de257f89999884
supabase/pruebas/matriculas.sql,sql,escrito,149,6690,8413981192496431b571ef5b676d983513a08876c5a125acf319a3b7566b00a9
supabase/pruebas/rls.sql,sql,escrito,1421,64411,0430e52088fd804e9da51a7a5d7ee6a0254d3859ddbb73e96a40e44f78c24d09
supabase/pruebas/sintaxis.mjs,mjs,escrito,28,1126,3f1562201ba887842da57ba454da80136114851cac0bc3d9033c89d9b1d96aa5
supabase/seed.sql,sql,escrito,567,44764,414f072cedd083061da7a5a6ec2d8f2012cf0503e8f2e938b59bf270d7ba5c59
supabase/todo-de-una-vez.sql,sql,generado,3890,172315,7e94cedca7c20954a44e91a28d4ce8c99303f291a4a35859e32429e65c04e3f7
